id,chat_id,first_name,username,categories
692279022,692279022,Russell,IbnRasAlFakih,"[{""id"": ""subscription"", ""emoji"": ""🔔"", ""title"": ""Подписка""}, {""id"": ""charity"", ""emoji"": ""🕋"", ""title"": ""Благотворительность""}, {""id"": ""food"", ""emoji"": ""🍔"", ""title"": ""Еда""}, {""id"": ""transport"", ""emoji"": ""🚌"", ""title"": ""Транспорт""}, {""id"": ""clothes"", ""emoji"": ""🧥"", ""title"": ""Одежда и обувь""}, {""id"": ""other"", ""emoji"": ""🧩"", ""title"": ""Другое""}]"
